Case #1: 190
8 15 344338
9 10 224311
9 11 360336
9 12 197377
9 13 198380
9 14 352653
9 15 216590
10 11 387865
10 12 43468
10 13 282653
10 14 341636
10 15 7721
11 12 344397
11 13 161956
11 14 396607
11 15 395586
12 13 326121
12 14 333347
12 15 51189
13 14 272184
13 15 274932
14 15 349357
Case #11: Impossible
Case #12: Impossible
Case #13: Impossible
Case #14: 15
4 6 410054
4 7 898929
4 8 990342
4 10 771984
4 13 802539
6 7 1308983
6 8 580288
6 10 1182038
6 13 1212593
7 8 1889271
7 10 1670913
7 13 1701468
8 10 1762326
8 13 1792881
10 13 1574523
Case #15: 863
1 2 4518848
1 4 3103794
1 5 2841836
1 6 4414155
1 7 3586921
1 8 5118275
1 9 38500
1 10 3997612
1 11 709744
1 13 3808153
1 14 3081671
1 15 3244384
1 17 1663678
1 18 2611478
1 19 3180384
1 20 752705
1 21 4271965
1 22 4890947
1 23 4085367
1 24 2628071
1 25 3399480
1 26 3966090
1 27 3477834
1 28 2546901
1 29 4990999
1 30 5057702
1 31 4523656
1 32 3555881
1 33 3773012
1 34 3650612
1 37 2746163
1 39 2487286
1 41 4286993
1 42 3655879
1 43 3958732
1 44 2677269
1 45 4917917
1 46 1894382
1 47 4393967
1 48 4164657
1 50 3430534
2 4 3762017
2 5 3571920
2 6 4919198
2 7 2882813
2 8 5966927
2 9 4557348
2 10 4527835
2 11 3809104
2 13 4166700
2 14 4273163
2 15 3621427
2 17 2855170
2 18 1907370
2 19 3685427
2 20 5271553
2 21 3567857
2 22 4186839
2 23 2780444
2 24 3819563
2 25 4248132
2 26 4624313
2 27 3467944
2 28 3738393
2 29 4286891
2 30 4353594
2 31 1930742
2 32 962967
2 33 4278055
2 34 4308835
2 37 3937655
2 39 3678778
2 41 5135645
2 42 4385963
2 43 4463775
2 44 3407353
2 45 4213809
2 46 2624466
2 47 3689859
2 48 3460549
2 50 3515244
4 5 2156866
4 6 1310361
4 7 959171
4 8 2873023
4 9 3142294
4 10 893818
4 11 2394050
4 13 704359
4 14 2858109
4 15 140590
4 17 1440116
4 18 1926508
4 19 76590
4 20 3856499
4 21 1517818
4 22 2136800
4 23 981573
4 24 1925637
4 25 1154228
4 26 862296
4 27 374040
4 28 2061162
4 29 2236852
4 30 2429952
4 31 1831275
4 32 2799050
4 33 669218
4 34 546818
4 37 2522601
4 39 2263724
4 41 2041741
4 42 1405135
4 43 854938
4 44 426525
4 45 2163770
4 46 1209412
4 47 1766217
4 48 1410510
4 50 326740
5 6 3467227
5 7 2639993
5 8 4632755
5 9 2880336
5 10 3050684
5 11 2132092
5 13 2861225
5 14 2596151
5 15 2297456
5 17 1178158
5 18 1664550
5 19 2233456
5 20 3594541
5 21 3325037
5 22 3944019
5 23 3138439
5 24 2142551
5 25 2913960
5 26 3019162
5 27 2530906
5 28 2061381
5 29 4044071
5 30 4110774
5 31 3576728
5 32 2608953
5 33 2826084
5 34 2703684
5 37 2260643
5 39 2001766
5 41 3801473
5 42 2708951
5 43 3011804
5 44 1730341
5 45 3970989
5 46 947454
5 47 3447039
5 48 3217729
5 50 2483606
6 7 2186428
6 8 4183384
6 9 4452655
6 10 2204179
6 11 3704411
6 13 1861540
6 14 4168470
6 15 1297771
6 17 2750477
6 18 3161871
6 19 1233771
6 20 5166860
6 21 1716000
6 22 882402
6 23 2138754
6 24 3235998
6 25 2464589
6 26 2172657
6 27 1684401
6 28 3371523
6 29 2435034
6 30 3657209
6 31 2988456
6 32 3956231
6 33 641143
6 34 1857179
6 37 3832962
6 39 3574085
6 41 3352102
6 42 2715496
6 43 2012119
6 44 1736886
6 45 2361952
6 46 2519773
6 47 2993474
6 48 1608692
6 50 1637101
7 8 3084114
7 9 3625421
7 10 1852989
7 11 2877177
7 13 1283887
7 14 3341236
7 15 1099761
7 17 1923243
7 18 975443
7 19 1035761
7 20 4339626
7 21 685044
7 22 1304026
7 23 1940744
7 24 2136728
7 25 1365319
7 26 1821467
7 27 585131
7 28 2272253
7 29 1404078
7 30 1470781
7 31 2790446
7 32 1919846
7 33 1628389
7 34 1505989
7 37 3005728
7 39 2746851
7 41 2252832
7 42 2364306
7 43 1814109
7 44 1385696
7 45 1330996
7 46 1692539
7 47 807046
7 48 577736
7 50 632431
8 9 5156775
8 10 3766841
8 11 4408531
8 13 3577382
8 14 4872590
8 15 3013613
8 17 3454597
8 18 4059557
8 19 2949613
8 20 5870980
8 21 3769158
8 22 4388140
8 23 3854596
8 24 2490204
8 25 1718795
8 26 3735319
8 27 2498983
8 28 2625729
8 29 4488192
8 30 4554895
8 31 4704298
8 32 5003960
8 33 3542241
8 34 3419841
8 37 4537082
8 39 4278205
8 41 831282
8 42 4278158
8 43 3727961
8 44 3299548
8 45 4415110
8 46 3685301
8 47 3891160
8 48 3661850
8 50 2546283
9 10 4036112
9 11 748244
9 13 3846653
9 14 3120171
9 15 3282884
9 17 1702178
9 18 2649978
9 19 3218884
9 20 791205
9 21 4310465
9 22 4929447
9 23 4123867
9 24 2666571
9 25 3437980
9 26 4004590
9 27 3516334
9 28 2585401
9 29 5029499
9 30 5096202
9 31 4562156
9 32 3594381
9 33 3811512
9 34 3689112
9 37 2784663
9 39 2525786
9 41 4325493
9 42 3694379
9 43 3997232
9 44 2715769
9 45 4956417
9 46 1932882
9 47 4432467
9 48 4203157
9 50 3469034
10 11 3287868
10 13 1470177
10 14 3751927
10 15 906408
10 17 2333934
10 18 2820326
10 19 970408
10 20 4750317
10 21 2283636
10 22 2902618
10 23 1747391
10 24 2819455
10 25 2048046
10 26 1756114
10 27 1267858
10 28 2954980
10 29 3002670
10 30 3323770
10 31 2597093
10 32 3564868
10 33 1563036
10 34 1440636
10 37 3416419
10 39 3157542
10 41 2935559
10 42 2298953
10 43 1748756
10 44 1320343
10 45 2929588
10 46 2103230
10 47 2660035
10 48 2176328
10 50 1220558
11 13 3098409
11 14 2371927
11 15 2534640
11 17 953934
11 18 1901734
11 19 2470640
11 20 1462449
11 21 3562221
11 22 4181203
11 23 3375623
11 24 1918327
11 25 2689736
11 26 3256346
11 27 2768090
11 28 1837157
11 29 4281255
11 30 4347958
11 31 3813912
11 32 2846137
11 33 3063268
11 34 2940868
11 37 2036419
11 39 1777542
11 41 3577249
11 42 2946135
11 43 3248988
11 44 1967525
11 45 4208173
11 46 1184638
11 47 3684223
11 48 3454913
11 50 2720790
12 40 409255
13 14 3562468
13 15 563769
13 17 2144475
13 18 2259330
13 19 627769
13 20 4560858
13 21 813459
13 22 1432441
13 23 1404752
13 24 2629996
13 25 1858587
13 26 1566655
13 27 1078399
13 28 2765521
13 29 1532493
13 30 2754668
13 31 2254454
13 32 3203733
13 33 1220397
13 34 1251177
13 37 3226960
13 39 2968083
13 41 2746100
13 42 2109494
13 43 1406117
13 44 1130884
13 45 1459411
13 46 1913771
13 47 2090933
13 48 706151
13 50 1031099
14 15 2998699
14 17 1417993
14 18 2365793
14 19 2934699
14 20 3834376
14 21 4026280
14 22 4645262
14 23 3839682
14 24 2382386
14 25 3153795
14 26 3720405
14 27 3232149
14 28 2301216
14 29 4745314
14 30 4812017
14 31 4277971
14 32 3310196
14 33 3527327
14 34 3404927
14 37 853262
14 39 594385
14 41 4041308
14 42 3410194
14 43 3713047
14 44 2431584
14 45 4672232
14 46 1648697
14 47 4148282
14 48 3918972
14 50 3184849
15 17 1580706
15 18 2067098
15 19 64000
15 20 3997089
15 21 1377228
15 22 1996210
15 23 840983
15 24 2066227
15 25 1294818
15 26 1002886
15 27 514630
15 28 2201752
15 29 2096262
15 30 2570542
15 31 1690685
15 32 2658460
15 33 656628
15 34 687408
15 37 2663191
15 39 2404314
15 41 2182331
15 42 1545725
15 43 842348
15 44 567115
15 45 2023180
15 46 1350002
15 47 1906807
15 48 1269920
15 50 467330
17 18 947800
17 19 1516706
17 20 2416383
17 21 2608287
17 22 3227269
17 23 2421689
17 24 964393
17 25 1735802
17 26 2302412
17 27 1814156
17 28 883223
17 29 3327321
17 30 3394024
17 31 2859978
17 32 1892203
17 33 2109334
17 34 1986934
17 37 1082485
17 39 823608
17 41 2623315
17 42 1992201
17 43 2295054
17 44 1013591
17 45 3254239
17 46 230704
17 47 2730289
17 48 2500979
17 50 1766856
18 19 2003098
18 20 3364183
18 21 1660487
18 22 2279469
18 23 2761880
18 24 1912193
18 25 2340762
18 26 2788804
18 27 1560574
18 28 1831023
18 29 2379521
18 30 2446224
18 31 1912178
18 32 944403
18 33 2595726
18 34 2473326
18 37 2030285
18 39 1771408
18 41 3228275
18 42 2478593
18 43 2781446
18 44 1499983
18 45 2306439
18 46 717096
18 47 1782489
18 48 1553179
18 50 1607874
19 20 3933089
19 21 1441228
19 22 2060210
19 23 904983
19 24 2002227
19 25 1230818
19 26 938886
19 27 450630
19 28 2137752
19 29 2160262
19 30 2506542
19 31 1754685
19 32 2722460
19 33 592628
19 34 623408
19 37 2599191
19 39 2340314
19 41 2118331
19 42 1481725
19 43 778348
19 44 503115
19 45 2087180
19 46 1286002
19 47 1842807
19 48 1333920
19 50 403330
20 21 5024670
20 22 5643652
20 23 4838072
20 24 3380776
20 25 4152185
20 26 4718795
20 27 4230539
20 28 3299606
20 29 5743704
20 30 5810407
20 31 5276361
20 32 4308586
20 33 4525717
20 34 4403317
20 37 3498868
20 39 3239991
20 41 5039698
20 42 4408584
20 43 4711437
20 44 3429974
20 45 5670622
20 46 2647087
20 47 5146672
20 48 4917362
20 50 4183239
21 22 833598
21 23 2218211
21 24 2821772
21 25 2050363
21 26 2380114
21 27 1270175
21 28 2957297
21 29 719034
21 30 2155825
21 31 3067913
21 32 2604890
21 33 2033856
21 34 2064636
21 37 3690772
21 39 3431895
21 41 2937876
21 42 2922953
21 43 2219576
21 44 1944343
21 45 860568
21 46 2377583
21 47 1492090
21 48 107308
21 50 1317475
22 23 2837193
22 24 3440754
22 25 2669345
22 26 2999096
22 27 1889157
22 28 3576279
22 29 1552632
22 30 2774807
22 31 3686895
22 32 3223872
22 33 1523545
22 34 2683618
22 37 4309754
22 39 4050877
22 41 3556858
22 42 3541935
22 43 2838558
22 44 2563325
22 45 1479550
22 46 2996565
22 47 2111072
22 48 726290
22 50 1936457
23 24 2907210
23 25 2135801
23 26 1843869
23 27 1355613
23 28 3042735
23 29 2937245
23 30 3411525
23 31 849702
23 32 1817477
23 33 1497611
23 34 1528391
23 37 3504174
23 39 3245297
23 41 3023314
23 42 2386708
23 43 1683331
23 44 1408098
23 45 2864163
23 46 2190985
23 47 2747790
23 48 2110903
23 50 1308313
24 25 771409
24 26 2787933
24 27 1551597
24 28 1678343
24 29 3540806
24 30 3607509
24 31 3756912
24 32 2856596
24 33 2594855
24 34 2472455
24 37 2046878
24 39 1788001
24 41 1658922
24 42 2956594
24 43 2780575
24 44 1977984
24 45 3467724
24 46 1195097
24 47 2943774
24 48 2714464
24 50 1598897
25 26 2016524
25 27 780188
25 28 906934
25 29 2769397
25 30 2836100
25 31 2985503
25 32 3285165
25 33 1823446
25 34 1701046
25 37 2818287
25 39 2559410
25 41 887513
25 42 2559363
25 43 2009166
25 44 1580753
25 45 2696315
25 46 1966506
25 47 2172365
25 48 1943055
25 50 827488
26 27 1236336
26 28 2923458
26 29 3099148
26 30 3292248
26 31 2693571
26 32 3661346
26 33 1531514
26 34 1409114
26 37 3384897
26 39 3126020
26 41 2904037
26 42 2267431
26 43 1717234
26 44 1288821
26 45 3026066
26 46 2071708
26 47 2628513
26 48 2272806
26 50 1189036
27 28 1687122
27 29 1989209
27 30 2055912
27 31 2205315
27 32 2504977
27 33 1043258
27 34 920858
27 37 2896641
27 39 2637764
27 41 1667701
27 42 1779175
27 43 1228978
27 44 800565
27 45 1916127
27 46 1583452
27 47 1392177
27 48 1162867
27 50 47300
28 29 3676331
28 30 3743034
28 31 3743201
28 32 2775426
28 33 2730380
28 34 2607980
28 37 1965708
28 39 1706831
28 41 1794447
28 42 2875424
28 43 2916100
28 44 1896814
28 45 3603249
28 46 1113927
28 47 3079299
28 48 2849989
28 50 1734422
29 30 2874859
29 31 3786947
29 32 3323924
29 33 2752890
29 34 2783670
29 37 4409806
29 39 4150929
29 41 3656910
29 42 3641987
29 43 2938610
29 44 2663377
29 45 1579602
29 46 3096617
29 47 2211124
29 48 826342
29 50 2036509
30 31 4261227
30 32 3390627
30 33 3099170
30 34 2976770
30 37 4476509
30 39 4217632
30 41 3723613
30 42 3835087
30 43 3284890
30 44 2856477
30 45 2801777
30 46 3163320
30 47 663735
30 48 2048517
30 50 2103212
31 32 967775
31 33 2347313
31 34 2378093
31 37 3942463
31 39 3683586
31 41 3873016
31 42 3236410
31 43 2533033
31 44 2257800
31 45 3713865
31 46 2629274
31 47 3597492
31 48 2960605
31 50 2158015
32 33 3315088
32 34 3345868
32 37 2974688
32 39 2715811
32 41 4172678
32 42 3422996
32 43 3500808
32 44 2444386
32 45 3250842
32 46 1661499
32 47 2726892
32 48 2497582
32 50 2552277
33 34 1216036
33 37 3191819
33 39 2932942
33 41 2710959
33 42 2074353
33 43 1370976
33 44 1095743
33 45 2679808
33 46 1878630
33 47 2435435
33 48 1926548
33 50 995958
34 37 3069419
34 39 2810542
34 41 2588559
34 42 1951953
34 43 1401756
34 44 973343
34 45 2710588
34 46 1756230
34 47 2313035
34 48 1957328
34 50 873558
36 49 109413
37 39 258877
37 41 3705800
37 42 3074686
37 43 3377539
37 44 2096076
37 45 4336724
37 46 1313189
37 47 3812774
37 48 3583464
37 50 2849341
39 41 3446923
39 42 2815809
39 43 3118662
39 44 1837199
39 45 4077847
39 46 1054312
39 47 3553897
39 48 3324587
39 50 2590464
41 42 3446876
41 43 2896679
41 44 2468266
41 45 3583828
41 46 2854019
41 47 3059878
41 48 2830568
41 50 1715001
42 43 2260073
42 44 978610
42 45 3568905
42 46 1761497
42 47 3171352
42 48 2815645
42 50 1731875
43 44 1281463
43 45 2865528
43 46 2064350
43 47 2621155
43 48 2112268
43 50 1181678
44 45 2590295
44 46 782887
44 47 2192742
44 48 1837035
44 50 753265
45 46 3023535
45 47 2138042
45 48 753260
45 50 1963427
46 47 2499585
46 48 2270275
46 50 1536152
47 48 1384782
47 50 1439477
48 50 1210167
Case #16: 136
1 2 228601
1 3 196064
1 4 142471
1 5 161589
1 6 137875
1 7 425013
1 8 327664
1 9 384383
1 10 303501
1 11 345054
1 12 410561
1 13 171137
1 14 233650
1 15 92858
1 16 251037
1 17 285087
2 3 192158
2 4 182844
2 5 124847
2 6 178248
2 7 456194
2 8 292044
2 9 369173
2 10 399807
2 11 272686
2 12 181960
2 13 211510
2 14 254743
2 15 321459
2 16 313655
2 17 246074
3 4 62785
3 5 117165
3 6 58189
3 7 345327
3 8 234508
3 9 188319
3 10 279748
3 11 265368
3 12 346408
3 13 24927
3 14 197207
3 15 136042
3 16 121497
3 17 205401
4 5 130096
4 6 4596
4 7 282542
4 8 224589
4 9 251104
4 10 226155
4 11 202583
4 12 283623
4 13 37858
4 14 187893
4 15 198827
4 16 184282
4 17 142616
5 6 125500
5 7 412638
5 8 167197
5 9 255630
5 10 347059
5 11 332679
5 12 306807
5 13 92238
5 14 129896
5 15 253207
5 16 188808
5 17 272712
6 7 287138
6 8 229185
6 9 246508
6 10 221559
6 11 207179
6 12 288219
6 13 33262
6 14 183297
6 15 194231
6 16 179686
6 17 147212
7 8 507131
7 9 386940
7 10 508697
7 11 203874
7 12 294600
7 13 320400
7 14 470435
7 15 481369
7 16 466824
7 17 263841
8 9 422827
8 10 445449
8 11 363210
8 12 272484
8 13 259435
8 14 297093
8 15 234806
8 16 356005
8 17 367205
9 10 468067
9 11 453687
9 12 534727
9 13 213246
9 14 364124
9 15 324361
9 16 309816
9 17 123099
10 11 428738
10 12 389621
10 13 254821
10 14 404856
10 15 396359
10 16 401245
10 17 358862
11 12 454646
11 13 240441
11 14 277735
11 15 308881
11 16 386865
11 17 345199
12 13 321481
12 14 187009
12 15 327801
12 16 462854
12 17 426239
13 14 216559
13 15 160969
13 16 146424
13 17 180474
14 15 140792
14 16 275845
14 17 330509
15 16 257539
15 17 341443
16 17 326898
Case #17: 71
1 13 468145
1 21 513610
2 3 1213551
2 4 315088
2 6 1251762
2 8 1679876
2 9 1119194
2 10 1566510
2 11 1130821
2 12 973308
2 14 1699828
2 18 1571153
2 20 690442
3 4 898463
3 6 518697
3 8 2263251
3 9 641944
3 10 352959
3 11 1714196
3 12 240243
3 14 486277
3 18 838088
3 20 1070696
4 6 936674
4 8 1364788
4 9 1059921
4 10 1251422
4 11 815733
4 12 658220
4 14 1384740
4 18 1256065
4 20 1005530
5 19 156013
6 8 2301462
6 9 680155
6 10 871656
6 11 1752407
6 12 278454
6 14 1004974
6 18 319391
6 20 1108907
7 16 381310
8 9 2424709
8 10 2616210
8 11 549055
8 12 2023008
8 14 2749528
8 18 2620853
8 20 2370318
9 10 514417
9 11 1875654
9 12 401701
9 14 1128221
9 18 999546
9 20 428752
10 11 2067155
10 12 593202
10 14 839236
10 18 1191047
10 20 943169
11 12 1473953
11 14 2200473
11 18 2071798
11 20 1821263
12 14 726520
12 18 597845
12 20 830453
13 21 981755
14 18 1324365
14 20 1556973
18 20 1428298
Case #18: 496
1 2 213092
1 3 407181
1 4 280809
1 5 352230
1 6 171466
1 7 97225
1 8 68200
1 9 299922
1 10 178567
1 11 273185
1 12 194464
1 13 148095
1 14 136764
1 15 348767
1 16 91217
1 17 75513
1 18 259012
1 19 90841
1 20 192655
1 21 163226
1 22 169389
1 23 474759
1 24 205828
1 25 194615
1 26 243676
1 27 297343
1 28 127672
1 29 66243
1 30 195231
1 31 191995
1 32 327752
2 3 479557
2 4 67717
2 5 468487
2 6 243244
2 7 169601
2 8 155202
2 9 475021
2 10 196885
2 11 274934
2 12 180988
2 13 149844
2 14 223766
2 15 369739
2 16 207474
2 17 147889
2 18 363623
2 19 207098
2 20 265017
2 21 164975
2 22 285646
2 23 534649
2 24 274803
2 25 196364
2 26 304842
2 27 357233
2 28 243929
2 29 157159
2 30 282233
2 31 183457
2 32 360618
3 4 507517
3 5 680614
3 6 446161
3 7 353380
3 8 338981
3 9 372239
3 10 405205
3 11 489180
3 12 486796
3 13 455652
3 14 411459
3 15 624256
3 16 418849
3 17 331668
3 18 547402
3 19 419225
3 20 310217
3 21 440521
3 22 497021
3 23 584297
3 24 448413
3 25 502172
3 26 544956
3 27 406881
3 28 456056
3 29 340938
3 30 466012
3 31 391777
3 32 602447
4 5 404621
4 6 175527
4 7 237318
4 8 222919
4 9 407304
4 10 129168
4 11 284730
4 12 113271
4 13 159640
4 14 156049
4 15 379535
4 16 217270
4 17 215606
4 18 431340
4 19 216894
4 20 197300
4 21 159546
4 22 295442
4 23 529220
4 24 207086
4 25 206160
4 26 268919
4 27 351804
4 28 253725
4 29 224876
4 30 349950
4 31 115740
4 32 401344
5 6 448061
5 7 369906
5 8 341633
5 9 368060
5 10 275453
5 11 415717
5 12 365012
5 13 318643
5 14 413359
5 15 463583
5 16 261765
5 17 348946
5 18 316656
5 19 261389
5 20 370441
5 21 333774
5 22 339937
5 23 510834
5 24 376376
5 25 290208
5 26 340562
5 27 333418
5 28 224558
5 29 342838
5 30 235266
5 31 288881
5 32 485392
6 7 136205
6 8 107180
6 9 471388
6 10 243025
6 11 367706
6 12 288798
6 13 244678
6 14 175744
6 15 388541
6 16 187048
6 17 114493
6 18 330227
6 19 187424
6 20 338013
6 21 259809
6 22 233847
6 23 513739
6 24 302411
6 25 289136
6 26 339507
6 27 336323
6 28 223503
6 29 105223
6 30 248837
6 31 256453
6 32 366732
7 8 29025
7 9 397147
7 10 223099
7 11 282417
7 12 171731
7 13 165771
7 14 101503
7 15 314300
7 16 108893
7 17 21712
7 18 237446
7 19 108517
7 20 276496
7 21 180902
7 22 187065
7 23 377534
7 24 223504
7 25 212291
7 26 261352
7 27 200118
7 28 145348
7 29 30982
7 30 156056
7 31 209671
7 32 292491
8 9 368122
8 10 194074
8 11 262588
8 12 183867
8 13 137498
8 14 72478
8 15 285275
8 16 79868
8 17 7313
8 18 223047
8 19 80244
8 20 248223
8 21 152629
8 22 158792
8 23 406559
8 24 195231
8 25 183266
8 26 233079
8 27 229143
8 28 117075
8 29 1957
8 30 141657
8 31 180646
8 32 263466
9 10 304992
9 11 480529
9 12 386583
9 13 355439
9 14 328389
9 15 303570
9 16 315581
9 17 375435
9 18 558934
9 19 315205
9 20 338414
9 21 340308
9 22 393753
9 23 612494
9 24 200218
9 25 401959
9 26 444743
9 27 435078
9 28 352036
9 29 366165
9 30 495153
9 31 291564
9 32 281761
10 11 202393
10 12 108447
10 13 77303
10 14 235782
10 15 297198
10 16 114958
10 17 201387
10 18 334685
10 19 115334
10 20 94988
10 21 62172
10 22 193882
10 23 415277
10 24 104774
10 25 123823
10 26 139751
10 27 237861
10 28 152165
10 29 196031
10 30 269864
10 31 13428
10 32 319007
11 12 171459
11 13 125090
11 14 330400
11 15 314723
11 16 182720
11 17 269901
11 18 319865
11 19 182344
11 20 205553
11 21 140221
11 22 260892
11 23 259715
11 24 280311
11 25 141348
11 26 280088
11 27 82299
11 28 219175
11 29 262483
11 30 317651
11 31 188965
11 32 336532
12 13 46369
12 14 251679
12 15 266264
12 16 103999
12 17 191180
12 18 328035
12 19 103623
12 20 176579
12 21 46275
12 22 182171
12 23 415949
12 24 186365
12 25 92889
12 26 248198
12 27 238533
12 28 140454
12 29 185072
12 30 253967
12 31 95019
12 32 288073
13 14 205310
13 15 219895
13 16 57630
13 17 144811
13 18 304213
13 19 57254
13 20 145435
13 21 15131
13 22 135802
13 23 384805
13 24 155221
13 25 46520
13 26 210089
13 27 207389
13 28 94085
13 29 139455
13 30 222823
13 31 63875
13 32 241704
14 15 353839
14 16 152346
14 17 79791
14 18 276985
14 19 152722
14 20 320701
14 21 220441
14 22 231270
14 23 479037
14 24 267709
14 25 251830
14 26 304805
14 27 301621
14 28 188801
14 29 70521
14 30 214135
14 31 249210
14 32 332030
15 16 257550
15 17 292588
15 18 493846
15 19 257926
15 20 365330
15 21 235026
15 22 335722
15 23 574438
15 24 372913
15 25 173375
15 26 410761
15 27 397022
15 28 294757
15 29 283318
15 30 426932
15 31 283770
15 32 21809
16 17 87181
16 18 271324
16 19 376
16 20 168355
16 21 72761
16 22 78924
16 23 442435
16 24 115363
16 25 104150
16 26 153211
16 27 265019
16 28 37207
16 29 81825
16 30 221525
16 31 101530
16 32 279359
17 18 215734
17 19 87557
17 20 255536
17 21 159942
17 22 165353
17 23 399246
17 24 202544
17 25 190579
17 26 240392
17 27 221830
17 28 124388
17 29 9270
17 30 134344
17 31 187959
17 32 270779
18 19 270948
18 20 419386
18 21 289082
18 22 349496
18 23 414982
18 24 385935
18 25 320471
18 26 423783
18 27 237566
18 28 307779
18 29 225004
18 30 81390
18 31 337826
18 32 486513
19 20 167979
19 21 72385
19 22 78548
19 23 442059
19 24 114987
19 25 103774
19 26 152835
19 27 264643
19 28 36831
19 29 82201
19 30 221901
19 31 101906
19 32 279735
20 21 130304
20 22 246527
20 23 465268
20 24 138196
20 25 191955
20 26 234739
20 27 287852
20 28 204810
20 29 250180
20 30 337996
20 31 81560
20 32 387139
21 22 150933
21 23 369674
21 24 140090
21 25 61651
21 26 201923
21 27 192258
21 28 109216
21 29 154586
21 30 207692
21 31 48744
21 32 256835
22 23 520607
22 24 193535
22 25 182322
22 26 157721
22 27 343191
22 28 115379
22 29 160749
22 30 299697
22 31 180454
22 32 357531
23 24 412276
23 25 401063
23 26 539803
23 27 177416
23 28 478890
23 29 408516
23 30 496372
23 31 418418
23 32 596247
24 25 201741
24 26 244525
24 27 234860
24 28 151818
24 29 197188
24 30 336888
24 31 91346
24 32 394722
25 26 256609
25 27 223647
25 28 140605
25 29 183913
25 30 269343
25 31 110395
25 32 195184
26 27 362387
26 28 116004
26 29 234284
26 30 374736
26 31 153179
26 32 432570
27 28 301474
27 29 231100
27 30 318956
27 31 241002
27 32 418831
28 29 118280
28 30 258732
28 31 138737
28 32 316566
29 30 143614
29 31 182603
29 32 261509
30 31 256436
30 32 405123
31 32 305579
Case #19: 780
1 2 113497
1 3 110021
1 4 75496
1 5 18631
1 6 83017
1 7 4908
1 8 64020
1 9 74615
1 10 108413
1 11 33631
1 12 95491
1 13 33712
1 14 66117
1 15 59420
1 16 20097
1 17 92509
1 18 83300
1 19 112311
1 20 4576
1 21 65802
1 22 96014
1 23 63129
1 24 75093
1 25 41140
1 26 190665
1 27 90718
1 28 79393
1 29 90953
1 30 120601
1 31 31098
1 32 102761
1 33 52758
1 34 110707
1 35 49704
1 36 55595
